0,1,2,3,4,5,6
0.9779926,0.24873097,0.33772847,0.65709686,0.7114889,0.4686827,0.501526
0.33725765,0.45851195,0.33895746,0.8075218,0.4168762,0.2454968,0.45079628
0.58108044,0.49271137,0.5198175,0.47450787,0.4417563,0.3349976,0.26192838
0.7975837,0.48062584,0.63537717,0.21855102,0.6440331,0.34874123,0.4677576
0.38178337,0.7841391,0.2283003,0.3044652,0.6176044,0.25022832,0.4960975
0.62934107,0.22088277,0.45933917,0.39511615,0.6831483,0.6747973,0.38638148
0.53652596,0.49782524,0.08993793,0.31579462,0.7314551,0.3537068,0.25352177
0.6824436,0.20363784,0.34626684,0.46138054,0.65240633,0.39623746,0.15290956
0.83238375,0.47228825,0.28974438,0.23885374,0.8024123,0.18760918,0.26056722
0.54597646,0.31540874,0.5675512,0.31583256,0.5441612,0.2712485,0.5671652
0.55767,0.44287804,0.32383195,0.148225,0.846376,0.6151446,0.28699708
0.484269,0.713069,0.38229653,0.587082,0.6472183,0.15709269,0.29506966
0.85098946,0.7821931,0.42224935,0.46881902,0.45700642,0.41920486,0.24854617
